title,publisher,aggregationType,subject_area_abbrevs,subject_area_names,SNIP,SJR,citeScoreTracker_2024,citeScoreCurrentMetric_2023,publicationCount_2022,citeCountSCE_2022,zeroCitesSCE_2022,revPercent_2022,publicationCount_2023,citeCountSCE_2023,zeroCitesSCE_2023,revPercent_2023,publicationCount_2024,citeCountSCE_2024,zeroCitesSCE_2024,revPercent_2024
Progress in Oceanography,Elsevier Ltd,journal,AGRI;EART,Aquatic Science;Geology,1.356,1.298,6.5,7.2,133,12411,6,3.01,174,11559,33,2.3,117,10169,81,1.71
Progress in Plant Protection,Institute of Plant Protection - National Research Institute,journal,BIOC;AGRI;ENVI,Soil Science;Agronomy and Crop Science;Plant Science;Biochemistry;Pollution,0.182,0.153,0.5,0.6,34,23,21,2.94,29,34,25,3.45,10,26,9,10.0
Propagation of Ornamental Plants,SEJANI Ltd.,journal,AGRI,Plant Science;Forestry,0.134,0.124,0.6,0.5,0,198,0,0.0,12,187,9,0.0,2,123,2,0.0
Protistology,Protozoological Society Affiliated With The Russian Academy Of Sciences,journal,AGRI;IMMU,"Microbiology;Ecology, Evolution, Behavior and Systematics",0.41,0.293,1.0,1.5,19,93,11,10.53,23,85,17,0.0,21,63,21,4.76
Protoplasma,Springer,journal,AGRI;BIOC,Cell Biology;Plant Science,0.98,0.686,5.8,6.6,107,7414,5,4.67,113,7185,18,3.54,126,5856,86,3.97
Psyche: Journal of Entomology,Hindawi Limited,journal,AGRI,"Insect Science;Ecology, Evolution, Behavior and Systematics",0.608,0.328,1.6,1.8,8,1261,2,0.0,7,1322,5,0.0,14,963,13,14.29
Punjab University Journal of Zoology,Punjab University - Department of Zoology,journal,AGRI,Animal Science and Zoology,0.243,0.157,0.9,1.3,17,156,9,0.0,29,178,22,3.45,1,163,0,0.0
Q Open,Oxford University Press,journal,ECON;AGRI;SOCI,"Development;Economics and Econometrics;Food Science;Agricultural and Biological Sciences (miscellaneous);Economics, Econometrics and Finance (miscellaneous)",0.521,0.439,3.1,2.1,29,62,6,0.0,37,113,12,0.0,22,186,15,9.09
Quaker Studies,Liverpool University Press,journal,AGRI,"Ecology, Evolution, Behavior and Systematics",0,0.101,0.1,0.1,14,7,14,7.14,16,1,16,6.25,8,1,8,0.0
Quality Assurance and Safety of Crops and Foods,Codon Publications,journal,AGRI,Agronomy and Crop Science;Food Science,0.659,0.410,7.9,4.6,65,955,4,7.69,61,1267,8,8.2,29,1720,14,10.34
Quantitative Plant Biology,Cambridge University Press,journal,AGRI,Plant Science,0.509,0.873,4.0,2.5,31,37,2,38.71,16,101,5,12.5,8,135,6,25.0
Quarterly Review of Biology,University of Chicago Press,journal,AGRI,Agricultural and Biological Sciences (all),2.53,2.479,5.4,11.2,6,3949,1,0.0,5,3890,2,0.0,5,3144,2,0.0
Quaternary Science Reviews,Elsevier Ltd,journal,ENVI;SOCI;ARTS;AGRI;EART,"Global and Planetary Change;Geology;Archeology (arts and humanities);Ecology, Evolution, Behavior and Systematics;Archeology",1.213,1.558,5.7,7.5,381,30023,24,2.1,370,25067,67,1.62,428,23107,312,0.47
Raffles Bulletin of Zoology,National University of Singapore,journal,AGRI,"Animal Science and Zoology;Ecology, Evolution, Behavior and Systematics",0.867,0.484,1.8,2.1,30,1446,7,0.0,51,1397,22,3.92,27,1122,24,0.0
Range Management and Agroforestry,Range Management Society of India,journal,AGRI,Agronomy and Crop Science;Food Science;Forestry,0.857,0.271,1.0,1.5,47,202,34,0.0,45,207,41,0.0,27,199,27,0.0
Rangeland Ecology and Management,Elsevier Inc.,journal,AGRI;ENVI,"Management, Monitoring, Policy and Law;Animal Science and Zoology;Ecology;Nature and Landscape Conservation",0.924,0.776,4.4,4.6,70,4288,11,0.0,104,4281,32,0.0,145,3319,113,0.0
Rangeland Journal,CSIRO,journal,AGRI;ENVI,"Ecology;Ecology, Evolution, Behavior and Systematics",0.389,0.288,2.4,2.9,33,1142,9,6.06,14,1068,7,0.0,17,838,14,0.0
Raptor Journal,De Gruyter Open Ltd.,journal,AGRI;ENVI,Animal Science and Zoology;Nature and Landscape Conservation,0.591,0.203,0.6,0.8,6,84,4,0.0,7,66,6,0.0,4,41,4,0.0
Rastitel'nost' Rossii,"Russian Academy of Sciences, V.L. Komarov Institute of Botany",journal,AGRI,"Plant Science;Ecology, Evolution, Behavior and Systematics",0.684,0.274,1.3,1.2,17,49,10,0.0,16,51,15,0.0,6,34,6,16.67
Ratarstvo i Povrtarstvo,Institute of Field and Vegetable Crops,journal,AGRI;BIOC,Biotechnology;Soil Science;Genetics;Agronomy and Crop Science;Plant Science;Biochemistry;Horticulture,0.216,0.169,1.1,0.8,13,17,9,15.38,9,29,7,11.11,3,30,3,0.0
"Recent Advances in Food, Nutrition and Agriculture",Bentham Science Publishers,journal,AGRI,Agronomy and Crop Science;Food Science,0.885,0.217,1.5,0.7,10,0,1,50.0,17,20,9,52.94,17,54,12,52.94
Records of Natural Products,ACG Publications,journal,AGRI;PHAR;CHEM,Organic Chemistry;Plant Science;Pharmacology;Drug Discovery,0.844,0.392,3.0,3.1,77,1481,13,1.3,100,1506,41,7.0,44,1178,36,11.36
Records of the Australian Museum,Scientific Publications,journal,ARTS;AGRI,"Museology;Insect Science;History;Animal Science and Zoology;Ecology, Evolution, Behavior and Systematics",0.922,0.224,1.1,0.9,11,148,0,0.0,46,175,34,2.17,9,165,8,0.0
Redia,Coppini,journal,AGRI,Agricultural and Biological Sciences (all),0.38,0.271,1.3,1.2,25,185,8,4.0,17,208,10,0.0,21,160,20,0.0
Reference Series in Phytochemistry,Springer Science and Business Media B.V.,bookseries,AGRI;PHAR;BIOC;CHEM,Toxicology;Organic Chemistry;Biochemistry;Plant Science,0.286,0.178,0.7,2.1,93,543,44,0.0,109,650,79,0.0,146,652,140,0.0
Regional Studies in Marine Science,Elsevier B.V.,journal,AGRI;ENVI,"Aquatic Science;Ecology;Animal Science and Zoology;Ecology, Evolution, Behavior and Systematics",0.79,0.523,3.7,3.9,350,3823,44,3.43,536,4720,119,4.48,595,5515,440,8.4
Reinwardtia,"Herbarium Bogoriense, Botany Division, Research Center For Biology",journal,AGRI,"Plant Science;Ecology, Evolution, Behavior and Systematics",0.706,0.240,1.2,1.0,11,30,5,0.0,11,36,8,0.0,5,26,5,0.0
Remote Sensing in Ecology and Conservation,Wiley-Blackwell Publishing Ltd,journal,EART;AGRI;ENVI,"Nature and Landscape Conservation;Ecology;Computers in Earth Sciences;Ecology, Evolution, Behavior and Systematics",1.511,1.284,9.4,9.8,61,1424,1,3.28,56,1629,6,1.79,61,1695,28,1.64
Remote Sensing of Environment,Elsevier Inc.,journal,AGRI;EART,Soil Science;Computers in Earth Sciences;Geology,3.267,4.310,20.5,25.1,440,96985,3,2.27,434,92846,13,0.92,479,84802,238,2.3
Rendiconti Lincei,Springer Science and Business Media Deutschland GmbH,journal,ENVI;AGRI;EART,Agricultural and Biological Sciences (all);Earth and Planetary Sciences (all);Environmental Science (all),0.732,0.408,4.0,4.1,73,1634,16,8.22,94,1635,23,11.7,62,1724,50,3.23
Renewable Agriculture and Food Systems,Cambridge University Press,journal,AGRI,Agronomy and Crop Science;Food Science,0.72,0.552,4.1,5.2,62,2996,12,9.68,53,2873,13,11.32,21,2615,16,14.29
Reproduction and Breeding,KeAi Communications Co.,journal,AGRI;BIOC,Genetics;Animal Science and Zoology;Plant Science;Developmental Biology,0.571,0.444,3.0,2.4,21,52,3,14.29,29,84,6,10.34,36,158,30,16.67
Reproduction in Domestic Animals,Wiley-Blackwell Publishing Ltd,journal,AGRI;BIOC,Biotechnology;Animal Science and Zoology;Endocrinology,0.679,0.457,2.6,3.0,207,6487,28,7.25,218,6235,75,11.47,223,5296,196,9.42
"Reproduction, Fertility and Development",CSIRO,journal,MEDI;BIOC;AGRI,Biotechnology;Developmental Biology;Genetics;Reproductive Medicine;Endocrinology;Molecular Biology;Animal Science and Zoology,0.59,0.316,1.9,2.1,75,4626,12,22.67,42,4180,14,7.14,67,3658,48,37.31
Reproductive Biology,Elsevier B.V.,journal,AGRI;BIOC,Animal Science and Zoology;Endocrinology;Developmental Biology,0.597,0.570,3.5,3.9,87,1546,5,5.75,71,1628,18,4.23,96,1497,74,10.42
Research Journal of Chemistry and Environment,World Researchers Associations,journal,CENG;ENVI;ENER;BIOC;CHEM;AGRI;EART,"Earth and Planetary Sciences (all);Renewable Energy, Sustainability and the Environment;Agricultural and Biological Sciences (all);Environmental Science (all);Biochemistry;Chemistry (all);Chemical Engineering (all)",0.216,0.137,0.7,0.5,256,655,152,12.89,211,775,115,11.85,153,766,141,7.84
Research in Agricultural Engineering,Czech Academy of Agricultural Sciences,journal,AGRI,Animal Science and Zoology;Agronomy and Crop Science,0.319,0.207,1.5,1.4,24,424,8,8.33,24,393,13,0.0,18,333,16,0.0
Research in Plant Disease,Korean Society of Plant Pathology,journal,AGRI;BIOC,Biotechnology;Agronomy and Crop Science;Plant Science;Molecular Biology;Biochemistry,0.549,0.235,1.1,1.2,32,54,16,9.38,58,82,42,17.24,39,82,37,10.26
Research on Crops,Gaurav Publications,journal,AGRI,Agronomy and Crop Science;Soil Science,0.521,0.243,1.5,1.5,125,506,71,0.8,114,766,80,0.0,86,608,81,0.0
Research on World Agricultural Economy,Nan Yang Academy of Sciences Pte. Ltd,journal,ECON;AGRI,"Economics, Econometrics and Finance (miscellaneous);Agricultural and Biological Sciences (miscellaneous);Economics and Econometrics",0.182,0.135,1.1,0.7,24,9,8,16.67,32,39,19,3.13,26,64,23,3.85
Resource: Engineering and Technology for Sustainable World,American Society of Agricultural and Biological Engineers,tradejournal,BIOC;ENGI;AGRI,Agricultural and Biological Sciences (all);Engineering (all);Biotechnology,0.023,0.112,0.3,0.4,46,64,40,0.0,11,57,11,0.0,22,48,21,0.0
Restoration Ecology,Wiley-Blackwell Publishing Ltd,journal,AGRI;ENVI,"Nature and Landscape Conservation;Ecology;Ecology, Evolution, Behavior and Systematics",1.259,1.272,5.2,6.5,204,8166,14,5.39,287,8579,62,7.32,303,7815,227,6.93
Review of Palaeobotany and Palynology,Elsevier B.V.,journal,AGRI;EART,"Paleontology;Ecology, Evolution, Behavior and Systematics",0.892,0.690,3.3,3.5,149,6039,28,2.68,126,5701,51,2.38,125,4813,103,4.8
Reviews in Agricultural Science,Gifu University - United Graduate School of Agricultural Science,journal,AGRI,Agricultural and Biological Sciences (all),1.359,0.544,5.3,4.6,24,177,3,87.5,20,271,6,90.0,18,318,12,94.44
Reviews in Aquaculture,Blackwell Publishing Asia,journal,AGRI;ENVI,"Management, Monitoring, Policy and Law;Aquatic Science;Ecology",3.273,2.573,24.1,24.8,99,6708,4,93.94,104,7815,6,87.5,128,8844,46,93.75
Reviews in Fish Biology and Fisheries,Springer Science and Business Media Deutschland GmbH,journal,AGRI,Aquatic Science,2.037,1.684,10.0,10.0,56,5134,6,48.21,74,5222,5,44.59,90,4891,60,28.89
Reviews in Fisheries Science and Aquaculture,Taylor and Francis Ltd.,journal,AGRI;ENVI,"Management, Monitoring, Policy and Law;Aquatic Science;Ecology, Evolution, Behavior and Systematics",3.654,2.085,14.9,25.2,24,3588,0,79.17,30,3523,1,90.0,38,3417,22,78.95
Revista Academica Ciencia Animal,Editora Champagnat,journal,VETE;AGRI,Animal Science and Zoology;Veterinary (all);Food Science,0.191,0.148,0.2,0.3,13,6,10,0.0,15,17,15,0.0,10,12,10,0.0
Revista Ambiente e Agua,Instituto de Pesquisas Ambientais em Bacias Hidrograficas (IPABHi),journal,MEDI;AGRI;ENVI,"Public Health, Environmental and Occupational Health;Aquatic Science;Environmental Science (all)",0.369,0.215,1.5,1.8,44,686,16,0.0,38,696,18,2.63,24,613,23,0.0
Revista Arvore,Sociedade de Investigacoes Florestais,journal,AGRI,Forestry,0.425,0.193,1.2,1.0,31,1225,7,0.0,30,1052,20,0.0,20,874,19,0.0
Revista Brasileira de Botanica,Springer Science and Business Media Deutschland GmbH,journal,AGRI,Plant Science,0.636,0.383,2.7,3.0,93,1840,15,16.13,96,2019,50,2.08,91,1619,71,7.69
Revista Brasileira de Ciencia Avicola / Brazilian Journal of Poultry Science,Fundacao APINCO de Ciencia e Tecnologia Avicolas,journal,AGRI,Animal Science and Zoology,0.489,0.315,1.7,1.8,85,1678,28,1.18,78,1699,47,0.0,42,1351,39,0.0
Revista Brasileira de Ciencia do Solo,Revista Brasileira de Ciencia do Solo,journal,AGRI,Agronomy and Crop Science;Soil Science,0.894,0.474,3.2,3.0,44,3335,6,9.09,52,3099,23,3.85,40,2504,33,2.5
Revista Brasileira de Engenharia Agricola e Ambiental,Departamento de Engenharia Agricola - UFCG/Cnpq,journal,AGRI;ENVI,Environmental Engineering;Agricultural and Biological Sciences (miscellaneous);Agronomy and Crop Science,0.759,0.381,2.5,2.7,120,2470,22,0.0,120,2601,41,0.0,121,1922,106,4.13
Revista Brasileira de Entomologia,Sociedade Brasileira De Entomologia,journal,AGRI,Insect Science,0.479,0.312,1.3,1.5,49,1041,20,0.0,42,1011,25,0.0,38,891,32,0.0
Revista Brasileira de Fruticultura,Sociedade Brasileira de Fruticultura,journal,AGRI,Horticulture;Agronomy and Crop Science;Plant Science;Food Science,0.514,0.239,1.5,1.5,53,1762,16,0.0,60,1494,36,0.0,26,1400,25,0.0
Revista Brasileira de Recursos Hidricos,Brazilian Journal of Water Resources,journal,ENVI;AGRI;EART,Aquatic Science;Oceanography;Earth-Surface Processes;Water Science and Technology,0.441,0.272,1.4,1.6,43,364,18,0.0,48,339,30,0.0,23,317,21,0.0
Revista Brasileira de Saude e Producao Animal,Universidade Federal da Bahia,journal,AGRI,Animal Science and Zoology,0.268,0.145,0.5,0.7,23,346,13,0.0,18,343,12,0.0,14,270,13,0.0
Revista Brasileira de Zootecnia,Sociedade Brasileira de Zootecnia,journal,AGRI,Animal Science and Zoology,0.554,0.325,1.6,1.9,65,3984,22,0.0,53,3389,35,0.0,39,2745,37,0.0
Revista Brasileirade Ciencias Agrarias,Universidade Federal Rural de Pernambuco,journal,AGRI,Agricultural and Biological Sciences (all),0.391,0.217,0.8,1.1,52,609,32,0.0,40,620,30,0.0,27,513,24,0.0
Revista Caatinga,Universidade Federal Rural do Semi-Arid,journal,AGRI,Agricultural and Biological Sciences (all),0.744,0.388,1.5,2.1,100,1150,28,0.0,100,1257,60,0.0,100,1059,85,0.0
Revista Catalana d'Ornitologia,Institut Catala d'Ornitologia,journal,AGRI,"Animal Science and Zoology;Ecology, Evolution, Behavior and Systematics",0.074,0.117,0.4,0.4,5,29,3,0.0,9,20,8,0.0,0,17,0,0.0
Revista Ceres,Universidade Federal de Vicosa,journal,VETE;AGRI,Agricultural and Biological Sciences (all);Veterinary (all),0.411,0.212,0.9,1.1,87,766,39,0.0,92,749,66,0.0,44,687,42,0.0
"Revista Chapingo, Serie Ciencias Forestales y del Ambiente",Universidad Autonoma Chapingo,journal,AGRI;ENVI,Ecology;Forestry,0.392,0.237,0.8,0.9,30,242,15,0.0,33,226,23,3.03,20,202,20,15.0
"Revista Chapingo, Serie Horticultura",Universidad Autonoma Chapingo,journal,AGRI,Horticulture;Plant Science,0.579,0.243,1.3,1.6,13,279,3,7.69,12,267,9,16.67,9,213,9,0.0
Revista Chilena de Historia Natural,BioMed Central Ltd,journal,AGRI;ENVI,Agricultural and Biological Sciences (all);Environmental Science (all),0.628,0.275,1.9,2.5,9,843,1,11.11,10,808,3,40.0,11,670,10,27.27
Revista Chilena de Nutricion,Sociedad Chilena de Nutricion Bromatologia y Toxilogica,journal,NURS;AGRI,Nutrition and Dietetics;Food Science,0.319,0.198,1.2,1.3,94,542,57,14.89,63,602,42,20.63,27,493,26,7.41
Revista Ciencia Agronomica,Universidade Federal do Ceara,journal,AGRI,Agronomy and Crop Science;Horticulture;Soil Science,0.548,0.300,1.4,2.0,59,1420,16,0.0,59,1465,32,0.0,53,1117,43,0.0
Revista Ciencias Marinas y Costeras,Universidad Nacional,journal,AGRI;ENVI,"Environmental Science (miscellaneous);Ecology, Evolution, Behavior and Systematics;Animal Science and Zoology;Aquatic Science",0.339,0.183,0.7,0.7,11,10,5,0.0,8,26,5,0.0,2,10,2,0.0
Revista Cientifica de la Facultad de Veterinaria,"Universidad del Zulia, Facultad de Ciencias Veterinarias",journal,VETE;AGRI;IMMU,Veterinary (miscellaneous);Immunology and Microbiology (miscellaneous);Animal Science and Zoology;Food Science,0.131,0.120,0.3,0.2,81,235,67,0.0,73,202,56,0.0,117,154,115,0.0
Revista Colombiana de Ciencias Horticolas,Universidad Pedagogica y Tecnologica de Colombia,journal,AGRI;BIOC,"Agricultural and Biological Sciences (miscellaneous);Biochemistry, Genetics and Molecular Biology (miscellaneous);Horticulture",0.494,0.230,1.5,1.5,42,83,15,0.0,41,133,29,2.44,27,143,25,0.0
Revista Colombiana de Ciencias Pecuarias,Universidad de Antioquia,journal,VETE;AGRI,Animal Science and Zoology;Veterinary (all),0.22,0.175,0.6,0.8,25,361,14,0.0,16,373,11,0.0,17,271,17,5.88
Revista Colombiana de Entomologia,Sociedad Colombiana de Entomologia,journal,AGRI,Insect Science,0.531,0.221,1.2,0.9,24,436,7,8.33,18,512,14,5.56,11,347,11,0.0
Revista Cubana de Plantas Medicinales,Editorial Ciencias Medicas,journal,AGRI;PHAR,Drug Discovery;Pharmacology;Plant Science,0.042,0.105,0.3,0.2,24,194,22,4.17,9,184,9,0.0,0,152,0,0.0
Revista Espanola de Nutricion Humana y Dietetica,"Ediciones Doyma, S.L.",journal,NURS;AGRI,Nutrition and Dietetics;Food Science,0.245,0.172,1.1,1.0,57,342,33,7.02,38,385,27,0.0,27,330,27,0.0
Revista Facultad Nacional de Agronomia Medellin,Universidad Nacional de Colombia,journal,AGRI,Agronomy and Crop Science;Forestry;Food Science;Agricultural and Biological Sciences (miscellaneous);Animal Science and Zoology;Horticulture,0.346,0.217,1.2,1.3,61,236,38,4.92,37,248,23,8.11,38,238,38,0.0
Revista Fitotecnia Mexicana,Sociedad Mexicana de Fitogenetica,journal,AGRI;BIOC,Genetics;Agronomy and Crop Science;Horticulture;Plant Science,0.369,0.170,0.6,0.6,62,542,45,0.0,57,502,49,0.0,34,409,34,0.0
Revista Iberoamericana de Viticultura Agroindustria y Ruralidad,"Institute of Advanced Studies, University of Santiago de Chile",journal,ECON;ARTS;AGRI;SOCI,"Agronomy and Crop Science;Cultural Studies;Food Science;History;Economics, Econometrics and Finance (miscellaneous);Archeology;Horticulture",0.521,0.243,0.8,0.9,45,63,24,2.22,46,61,31,2.17,45,75,43,0.0
Revista Latinoamericana de Herpetologia,Sociedad Herpetologica Mexicana,journal,AGRI,"Animal Science and Zoology;Ecology, Evolution, Behavior and Systematics",0.331,0.225,0.6,0.6,100,29,69,0.0,117,79,104,0.0,88,71,86,0.0
Revista MVZ Cordoba,Biblioteca Universidad de Cordoba,journal,VETE;AGRI,Animal Science and Zoology;Aquatic Science;Veterinary (all),0.177,0.152,0.6,0.7,79,432,48,0.0,36,386,32,0.0,27,265,25,3.7
Revista Mexicana De Ciencias Pecuarias,INIFAP-CENID Parasitologia Veterinaria,journal,VETE;AGRI,Animal Science and Zoology;Veterinary (all),0.379,0.235,1.2,1.2,67,465,29,17.91,59,534,44,5.08,44,448,39,20.45
Revista Mexicana de Biodiversidad,Universidad Nacional Autonoma de Mexico,journal,AGRI,"Ecology, Evolution, Behavior and Systematics",0.664,0.294,1.4,1.5,94,1776,37,2.13,76,1873,45,1.32,40,1486,38,0.0
Revista Mexicana de Ciencias Agricolas,"National Institute of Forestry, Agricultural and Livestock Research",journal,AGRI,Agronomy and Crop Science,0.381,0.145,0.4,0.2,125,5,75,0.0,106,38,79,0.0,59,83,59,0.0
Revista Mexicana de Ciencias Forestales,"Instituto Nacional de Investigaciones Forestales, Agricolas y Pecuarias",journal,AGRI;ENVI,Nature and Landscape Conservation;Ecology;Forestry,0.541,0.248,1.1,1.1,49,84,16,2.04,45,129,37,6.67,39,133,38,2.56
Revista Peruana de Biologia,Asociacion de Biologos de la Universidad Nacional Mayor de San Marcos,journal,AGRI,Agricultural and Biological Sciences (all),0.447,0.233,1.1,1.3,46,608,28,0.0,39,560,32,7.69,20,453,18,15.0
Revista U.D.C.A Actualidad and Divulgacion Cientifica,Universidad de Ciencias Aplicadas y Ambientales U.D.C.A,journal,ENVI;AGRI;SOCI;BIOC,"Agricultural and Biological Sciences (all);Biochemistry, Genetics and Molecular Biology (all);Environmental Science (all);Geography, Planning and Development",0.281,0.148,0.6,0.6,61,62,35,1.64,35,89,30,0.0,29,82,29,3.45
Revista Veterinaria,Universidad Nacional de Nordeste (UNNE),journal,VETE;AGRI,Animal Science and Zoology;Veterinary (all),0.064,0.112,0.2,0.2,46,91,38,0.0,31,102,28,3.23,15,73,15,13.33
Revista de Agricultura Neotropical,Universidade Estadual de Mato Grosso do Sul,journal,AGRI,Agronomy and Crop Science,0.285,0.160,0.6,0.4,39,31,21,0.0,39,49,32,2.56,29,59,28,0.0
Revista de Biologia Marina y Oceanografia,Universidad de Valparaiso,journal,AGRI;EART,Aquatic Science;Oceanography,0.158,0.148,0.5,0.7,51,743,34,1.96,21,660,19,9.52,0,592,0,0.0
Revista de Biologia Neotropical / Journal of Neotropical Biology,Universidade Federal De Goias (UFG),journal,AGRI;BIOC,"Genetics;Plant Science;Molecular Biology;Animal Science and Zoology;Ecology, Evolution, Behavior and Systematics",0.272,0.125,0.4,0.4,16,15,12,0.0,8,11,6,0.0,8,7,8,0.0
Revista de Biologia Tropical,Universidad de Costa Rica,journal,AGRI,Agricultural and Biological Sciences (all),0.471,0.268,1.7,1.8,63,3088,22,0.0,81,2988,50,0.0,33,2263,30,0.0
Revista de Ciencias Agroveterinarias,Universidade Do Estado de Santa Catarina,journal,VETE;AGRI,Soil Science;Agronomy and Crop Science;Food Science;Plant Science;Animal Science and Zoology;Veterinary (all),0.329,0.156,0.5,0.5,61,160,28,1.64,85,176,75,1.18,20,155,19,20.0
Revista de Economia e Sociologia Rural,Sociedade Brasileira de Economia e Sociologia Rural,journal,ECON;AGRI;SOCI,Social Sciences (all);Agronomy and Crop Science;Economics and Econometrics;Forestry,0.536,0.281,1.2,1.1,68,387,31,0.0,63,462,44,3.17,47,334,43,0.0
Revista de Investigaciones Agropecuarias,Instituto Nacional de Tecnologia Agropecuaria,journal,AGRI,Agronomy and Crop Science;Horticulture;Soil Science;Plant Science,0.097,0.117,0.3,0.4,29,95,23,0.0,10,108,9,0.0,10,74,8,10.0
"Revista de la Academia Colombiana de Ciencias Exactas, Fisicas y Naturales","Colombian Academy of Exact, Physical and Natural Sciences",journal,MATH;PHYS;BIOC;ARTS;CHEM;ENER;AGRI;EART,"Earth and Planetary Sciences (all);Biochemistry, Genetics and Molecular Biology (all);Physics and Astronomy (all);Energy (all);Mathematics (all);Agricultural and Biological Sciences (all);Chemistry (all);History and Philosophy of Science",0.372,0.193,0.8,0.9,76,215,46,3.95,86,272,75,2.33,52,200,51,3.85
