title,Author_count,Open_access,Unique_affiliations_count,citedby_count
Machine learning-based regional scale intelligent modeling of building information for natural hazard risk management,9,0,4,54
Estimation of methane emissions from energy combustion based on wireless sensors and machine learning,1,0,1,2
"Wheat yield predictions at a county and field scale with deep learning, machine learning, and google earth engine",7,0,3,120
Wireless sensor networks and machine learning meet climate change prediction,9,0,3,12
Forecast for Pollen Allergy: A Review from Field Observation to Modeling and Services in Korea,3,0,3,4
"Distribution of Eucalyptus globulus Labill. in northern Spain: Contemporary cover, suitable habitat and potential expansion under climate change",4,0,2,22
An ecological approach to climate change-informed tree species selection for reforestation,2,0,1,30
Do bark beetle outbreaks amplify or dampen future bark beetle disturbances in Central Europe?,6,1,6,65
Modelling qualitative and quantitative parameters of groundwater using a new wavelet conjunction heuristic method: wavelet extreme learning machine versus wavelet neural networks,4,0,2,23
Machine learning model development for predicting road transport GHG emissions in Canada,2,0,1,1
Simulation of the Present and Future Projection of Permafrost on the Qinghai-Tibet Plateau with Statistical and Machine Learning Models,12,0,4,102
A Planning Model Based on Swarm Intelligence Evolution and Semi-supervised Clustering Algorithm,6,0,2,1
Utilizing machine learning for detecting flowering in mid - range digital repeat photography,9,0,6,9
AI System for Monitoring States and Power Consumption of Household Appliances,2,0,1,1
Development of rainfall prediction models using machine learning approaches for different agro-climatic zones,3,0,3,4
"Geomorphological and climatic drivers of thermokarst lake area increase trend (1999–2018) in the kolyma lowland yedoma region, north‐eastern siberia",5,1,4,48
Dynamic mapping of subarctic surface water by fusion of microwave and optical satellite data using conditional adversarial networks,5,1,3,7
Nested Climate Accounting for Our Atmospheric Commons—Digital Technologies for Trusted Interoperability Across Fragmented Systems,4,1,2,5
Teaching machine learning to energy engineers through end-To-end decision making,1,0,1,0
"Climate Change, Climate Informatics, and AI: Information Analysis",1,0,1,1
Bayesian Cluster Characterization and Classification for Direct Numerically Simulated Turbulence Features,3,1,3,0
"Soil Organic Carbon: Past, Present, and Future Research",4,0,1,1
Vertical Farming: Under Climate Change Effect,3,0,1,4
Discriminating Beef Producing Countries by Multi-Element Analysis and Machine Learning,7,1,2,2
"Intelligent Systems for Dengue, Chikungunya, and Zika Temporal and Spatio-Temporal Forecasting: A Contribution and a Brief Review",18,1,7,4
Dual Pathway Model of Responses Between Climate Change and Livestock Production,4,1,3,0
Machine Learning Techniques in Agricultural Flood Assessment and Monitoring Using Earth Observation and Hydromorphological Analysis †,5,1,4,1
Overview of data science and sustainability analysis,2,0,4,4
An Approach to Green Financial Credit Risks Modeling,2,0,2,0
Application of Big Data Analytics and Machine Learning in Solar Power Plant Management,1,0,1,0
The Effects of Contaminants of Emerging Concern on Water Quality,1,0,1,4
Agricultural Informatics: Automation Using the IoT and Machine Learning,4,0,3,2
GEOMAGNETIC STUDIES AS PART OF THE MODELS REGARDING SPACE WEATHER AND CLIMATIC CHANGE,3,0,2,0
"Proceedings of the 2021 6th International Conference on Computing, Communication and Security, ICCCS 2021",,0,0,0
Weather Prediction using Support Vector based Genetic Algorithm in Rice Farming,2,0,1,0
Advances in Remediation Techniques for Polluted Soils and Groundwater,3,0,3,1
Applications of Lévy Processes,2,0,3,1
Artificial Intelligence Against Climate Change,1,0,1,0
Graph Learning for Inverse Landscape Genetics,2,1,1,1
Predicting Forest Fire Using Remote Sensing Data And Machine Learning,3,0,1,19
A DYNAMICS TREND ANALYSIS METHOD OF THERMOKARST LAKES BASED ON THE MACHINE LEARNING ALGORITHM,6,0,3,1
Plant Disease Detection Using Machine Learning Tools With an Overview on Dimensionality Reduction,4,0,1,9
MANGROVE SPECIES MAPPING AND ABOVE-GROUND BIOMASS ESTIMATION IN SURINAME BASED ON FUSED SENTINEL-1 AND SENTINEL-2 IMAGERY AND NATIONAL FOREST INVENTORY DATA,6,0,3,3
Severe convective storms in a changing climate,1,0,1,12
PREDICTION OF SNOW DEPTH BASED ON MULTI-SOURCE DATA AND MACHINE LEARNING ALGORITHMS,5,0,3,3
Analyzing Land Use Change and Climate Data to Forecast Energy Demand for a Smart Environment,5,0,1,1
"Integrating Social Media and Remote Sensing Data for Flood Assessment in Developing Countries: A Case Study in Douala Estuary, Cameroon",15,0,16,0
Coral Health Identification using Image Classification and Convolutional Neural Networks,5,0,1,8
Monitoring the condition of agricultural crops based on the use of clustering methods,3,0,1,6
AGRICULTURAL DROUGHT DETECTION USING the NORMALIZED DIFFERENCE VEGETATION INDEX and LAND SURFACE TEMPERATURE DATA,2,0,1,0
Averaging multiclimate model prediction of streamflow in the machine learning paradigm,1,0,2,3
An enhanced fault diagnosis in nuclear power plants for a digital twin framework,3,0,1,8
Evaluating Energy Performance Certificate Data with Data Science,3,0,2,0
Plant Disease Identification and Classification Using Convolutional Neural Network and SVM.,3,0,3,20
A Systematic Review on Crop-Yield Prediction through Unmanned Aerial Vehicles,3,0,2,7
Optimal Placement of Grid-Connected Solar Photovoltaic Systems Using Artificial Intelligence Methods,3,0,1,4
Introduction,1,0,2,1
Computer Vision for Monitor and Control of Vertical Farms Using Machine Learning Methods,3,0,1,3
How to tackle Climate Change using Artificial Intelligence,3,0,3,5
Extreme Weather Event (Cyclone) Detection in India Using Advanced Deep Learning Techniques,6,0,2,5
Insect biodiversity in agriculture using IoT: Opportunities and needs for further research,3,0,3,2
Post COVID-19 Intelligent Public Healthcare Management,6,0,4,0
IDENTIFYING URBAN GREENSPACE IN TAIWAN AND ITS VULNERABILITY TO TYPHOONS,3,0,3,0
IMPROVING PEATLAND MAPPING AND MONITORING CAPABILITY ACROSS BROAD REGIONS USING SAR IN CLOUD COMPUTING PLATFORMS,6,0,1,0
SOIL ORGANIC CARBON MODELLING WITH DIGITAL SOIL MAPPING AND REMOTE SENSING FOR PERMANENTLY VEGETATED AREAS,6,0,4,3
MAPS OF ACTIVE LAYER THICKNESS ON THE NORTH SLOPE OF ALASKA BY UPSCALING P-BAND POLARIMETRIC SAR RETRIEVALS,6,0,4,1
CHARACTERISING FOREST DEGRADATION FACTORS WITH SENTINEL-1: A CASE STUDY OF CHARCOAL PRODUCTION IN MOZAMBIQUE,2,0,1,0
A Deep Learning Approach for Underwater Bubble Detection,8,0,3,9
Deep Learning Applied on Renewable Energy Forecasting Towards Supply-Demand Matching,5,0,1,5
A Machine Learning - Explainable AI approach to tropospheric dynamics analysis using Water Vapor Meteosat images,2,0,2,4
Tree Age Predictor Using Augmented Reality and Image Processing Techniques,5,0,1,1
Aerial Infrared Thermography and Artificial Intelligence-Based Fault Detection and Diagnosis Methods for Building Energy Systems: A Review of the State-of-the-Art,3,0,1,3
Sustainable AI in the Cloud: Exploring Machine Learning Energy Use in the Cloud,6,0,3,7
Identifying Risk Factors and Predicting Food Security Status using Supervised Machine Learning Techniques,4,0,1,2
Effectiveness of Machine Learning Algorithms in Forecasting AQI,3,0,1,4
A Method for Weather Forecasting Using Machine Learning,6,0,1,4
Multispectral Drone Data Analysis on Coastal Dunes,4,0,2,2
Enhancing Flood Prediction using Ensemble and Deep Learning Techniques,10,0,2,2
"Using Machine Learning to Analyze and Predict the Relations Between Cardiovascular Disease Incidence, Extreme Temperature and Air Pollution",4,0,2,4
Machine learning in the service of a clean city,4,1,2,7
Predicting Disease Outbreaks with Climate Data,2,0,1,5
Estimating Deforestation using Machine Learning Algorithms,2,0,1,4
Classification of PS and ABS Black Plastics for WEEE Recycling Applications,3,0,1,1
Methane Gas Emission Detection using Deep Learning and Hyperspectral Imagery,1,0,1,2
Design and Implementation of Internet of Things and Cloud Technology in Flood Risk Mitigation,2,0,1,5
