title,aggregationType,subject_area_abbrevs,subject_area_names,SNIP,SJR,publicationCount_2022,citeCountSCE_2022,zeroCitesSCE_2022,revPercent_2022,publicationCount_2023,citeCountSCE_2023,zeroCitesSCE_2023,revPercent_2023,publicationCount_2024,citeCountSCE_2024,zeroCitesSCE_2024,revPercent_2024,publisher,citeScoreTracker_2024,citeScoreCurrentMetric_2023
Scandinavian Economic History Review,journal,ARTS;ENGI;SOCI,"History;Arts and Humanities (miscellaneous);Geography, Planning and Development;Aerospace Engineering",1.12,0.512,16,343,6,0.0,16,346,9,0.0,23,324,16,0.0,Taylor and Francis Ltd.,1.5,1.6
Scandinavian Journal of Military Studies,journal,ENGI;SOCI,"Safety Research;Safety, Risk, Reliability and Quality",0.607,0.228,32,23,16,0.0,17,53,11,0.0,10,66,10,0.0,Scandinavian Military Studies,1.4,1.1
School Library Research,journal,ENGI;SOCI,Media Technology;Library and Information Sciences,0.551,0.162,4,81,1,0.0,2,86,2,0.0,0,74,0,0.0,American Association of School Librarians,0.9,1.2
School Science and Mathematics,journal,MATH;PHYS;SOCI;ARTS;ENGI,Mathematics (miscellaneous);Education;Physics and Astronomy (miscellaneous);Engineering (miscellaneous);History and Philosophy of Science,0.781,0.415,47,1584,22,0.0,52,1582,29,0.0,75,1464,65,4.0,John Wiley & Sons Inc.,1.7,2.3
Science China Technological Sciences,journal,ENGI;MATE,Engineering (all);Materials Science (all),1.416,0.827,259,9766,14,9.27,292,10351,40,7.88,282,10562,168,9.93,Science China Press,7.8,8.4
Science Robotics,journal,ENGI;MATH;COMP,Computer Science Applications;Control and Optimization;Artificial Intelligence;Mechanical Engineering,5.277,6.601,90,9636,8,5.56,94,12154,23,3.19,106,12253,65,2.83,American Association for the Advancement of Science,28.2,30.6
Science and Global Security,journal,ENGI,Engineering (all),12,0.136,10,132,6,0.0,9,154,6,0.0,0,113,0,0.0,Taylor and Francis Ltd.,0.9,1.0
Science and Innovation,journal,DECI;BUSI;SOCI;ENGI;COMP,Management of Technology and Innovation;Information Systems and Management;Law;Engineering (miscellaneous);Computer Science Applications,0.38,0.195,59,134,32,0.0,43,180,28,2.33,39,164,37,0.0,Publishing House Akademperiodyka,1.3,1.1
Science and Technologies: Oil and Oil Products Pipeline Transportation,journal,ENGI;ENVI;MATE;ENER,"Civil and Structural Engineering;Metals and Alloys;Energy (miscellaneous);Engineering (miscellaneous);Ecology;Mechanics of Materials;Safety, Risk, Reliability and Quality",0.378,0.175,56,58,43,0.0,10,49,8,0.0,0,75,0,0.0,"Pipeline Transport Institute, LLC",0.8,0.8
Science and Technology for the Built Environment,journal,CENG;ENGI;ENVI,Environmental Engineering;Building and Construction;Fluid Flow and Transfer Processes,0.702,0.461,100,3539,12,0.0,73,3362,27,0.0,91,2890,77,0.0,Taylor and Francis Ltd.,3.3,4.3
Science as Culture,journal,ARTS;ENGI;SOCI;BIOC,Biotechnology;Cultural Studies;Biomedical Engineering;Sociology and Political Science;History and Philosophy of Science;Health (social science),1.55,0.828,26,1046,2,0.0,25,1244,8,4.0,38,1077,26,0.0,Taylor and Francis Ltd.,4.4,5.2
Scientia Iranica,journal,PHYS;MATE;CHEM;ENGI;COMP,Industrial and Manufacturing Engineering;Civil and Structural Engineering;Physics and Astronomy (miscellaneous);Engineering (all);Mechanical Engineering;Computer Science (miscellaneous);Chemistry (miscellaneous);Materials Science (miscellaneous),0.474,0.312,265,4509,73,0.38,118,4549,43,0.0,68,4084,42,0.0,Sharif University of Technology,3.3,2.9
Scientia Sinica Informationis,journal,ENGI;COMP,Engineering (miscellaneous);Computer Science (all),0.803,0.310,138,603,55,7.97,139,720,73,7.91,110,684,96,6.36,Science China Press,2.1,2.9
Scientific Drilling,journal,ENGI;ENER,Mechanical Engineering;Energy Engineering and Power Technology,0.683,0.507,12,332,1,0.0,9,274,3,0.0,14,243,11,0.0,Copernicus Publications,2.5,2.5
Scientific Journal of Silesian University of Technology. Series Transport,journal,ENGI;SOCI,Transportation;Civil and Structural Engineering;Mechanical Engineering;Aerospace Engineering;Automotive Engineering,0.327,0.178,68,147,29,1.47,68,196,36,0.0,50,228,47,0.0,"Faculty of Transport and Aviation Engineering, Silesian University of Technology",1.3,1.2
Scientific Mining Journal,journal,ENGI;EART,Geotechnical Engineering and Engineering Geology;Industrial and Manufacturing Engineering,0.235,0.145,24,52,18,16.67,16,72,12,6.25,0,81,0,0.0,Union of Chambers of Engineers and Architects of Turkey,0.7,0.6
Scientific Review Engineering and Environmental Sciences,journal,ENVI;ENGI;EART,Civil and Structural Engineering;Environmental Science (all);Building and Construction;Geotechnical Engineering and Engineering Geology;Earth-Surface Processes,0.525,0.187,23,157,10,4.35,24,184,12,0.0,18,169,14,0.0,Warsaw University of Life Sciences Press,1.6,1.5
"Scientific and Technical Journal of Information Technologies, Mechanics and Optics",journal,PHYS;ENGI;MATE;COMP,"Mechanical Engineering;Atomic and Molecular Physics, and Optics;Electronic, Optical and Magnetic Materials;Computer Science Applications;Information Systems",0.262,0.151,144,101,90,0.0,142,179,104,0.7,79,146,77,1.27,ITMO University,0.8,0.7
Scripta Materialia,journal,PHYS;ENGI;MATE,Mechanical Engineering;Metals and Alloys;Condensed Matter Physics;Materials Science (all);Mechanics of Materials,1.606,1.738,550,53771,16,0.18,517,53090,24,0.0,437,52642,174,0.0,Acta Materialia Inc,11.0,11.4
Sea Technology,tradejournal,ENGI,Ocean Engineering,0,0.102,77,167,73,12.99,69,166,67,8.7,62,95,62,0.0,Compass Publications Inc.,0.1,0.1
"Semiconductor Physics, Quantum Electronics and Optoelectronics",journal,PHYS;ENGI;MATE,"Electronic, Optical and Magnetic Materials;Atomic and Molecular Physics, and Optics;Electrical and Electronic Engineering",0.444,0.224,51,155,31,0.0,55,177,36,1.82,32,184,31,3.13,National Academy of Sciences of Ukraine - Institute of Semiconductor Physics,2.4,1.8
Semiconductor Science and Technology,journal,PHYS;ENGI;MATE,"Electronic, Optical and Magnetic Materials;Materials Chemistry;Condensed Matter Physics;Electrical and Electronic Engineering",0.741,0.411,263,9587,34,2.66,195,9425,47,3.59,183,7993,143,3.28,IOP Publishing Ltd.,4.0,4.3
Semiconductors and Semimetals,bookseries,PHYS;ENGI;MATE,"Materials Chemistry;Metals and Alloys;Condensed Matter Physics;Electronic, Optical and Magnetic Materials;Electrical and Electronic Engineering",0.501,0.125,22,638,13,0.0,25,563,17,0.0,5,514,5,0.0,Academic Press Inc.,2.0,1.6
Sensing and Bio-Sensing Research,journal,ENGI;BIOC;MATE;COMP,"Electronic, Optical and Magnetic Materials;Biotechnology;Signal Processing;Electrical and Electronic Engineering",1.385,0.731,73,2260,1,15.07,56,2610,8,7.14,100,2647,64,17.0,Elsevier B.V.,8.8,10.7
Sensing and Imaging,journal,PHYS;ENGI,Instrumentation;Electrical and Electronic Engineering,0.871,0.453,35,606,5,0.0,43,725,13,0.0,67,672,51,0.0,Springer,3.0,5.0
Sensor Review,journal,ENGI,Electrical and Electronic Engineering;Industrial and Manufacturing Engineering,0.549,0.212,64,1657,13,15.63,34,1581,13,11.76,69,1414,56,14.49,Emerald Group Publishing Ltd.,3.1,3.4
Sensors,journal,PHYS;BIOC;CHEM;ENGI;COMP,"Analytical Chemistry;Atomic and Molecular Physics, and Optics;Instrumentation;Biochemistry;Electrical and Electronic Engineering;Information Systems",1.247,0.786,10012,176095,789,6.17,9874,215641,1956,6.78,6764,210441,4866,5.99,Multidisciplinary Digital Publishing Institute (MDPI),7.4,7.3
Sensors International,journal,CENG;ENGI;MATE;CHEM,Electrochemistry;Bioengineering;Chemistry (miscellaneous);Chemical Health and Safety;Electrical and Electronic Engineering;Materials Science (miscellaneous),2.166,1.184,63,1159,0,19.05,36,1920,3,19.44,29,2513,9,31.03,KeAi Communications Co.,21.7,17.4
Sensors and Actuators A: Physical,journal,PHYS;ENGI;MATE,"Surfaces, Coatings and Films;Metals and Alloys;Condensed Matter Physics;Electronic, Optical and Magnetic Materials;Instrumentation;Electrical and Electronic Engineering",1.247,0.788,642,30220,28,5.92,697,30666,78,5.16,1035,30505,605,5.41,Elsevier B.V.,7.0,8.1
Sensors and Actuators B: Chemical,journal,PHYS;ENGI;MATE;CHEM,"Materials Chemistry;Analytical Chemistry;Electrochemistry;Surfaces, Coatings and Films;Spectroscopy;Metals and Alloys;Condensed Matter Physics;Electronic, Optical and Magnetic Materials;Instrumentation;Electrical and Electronic Engineering",1.319,1.475,1721,124339,27,0.87,1722,125317,58,0.41,1638,118485,598,0.43,Elsevier B.V.,14.5,14.6
Sensors and Actuators Reports,journal,PHYS;ENGI;MATE;COMP,"Computer Science (miscellaneous);Atomic and Molecular Physics, and Optics;Instrumentation;Electronic, Optical and Magnetic Materials;Electrical and Electronic Engineering",1.315,0.900,66,519,5,0.0,45,947,2,22.22,71,1276,43,23.94,Elsevier B.V.,10.0,9.6
Serbian Journal of Electrical Engineering,journal,ENGI;ENER;COMP,Energy Engineering and Power Technology;Mechanical Engineering;Computer Networks and Communications;Hardware and Architecture;Electrical and Electronic Engineering;Control and Systems Engineering,0.244,0.166,23,96,11,0.0,25,97,18,0.0,15,102,13,0.0,University of Kragujevac Faculty of Technical Sciences in Cacak,1.1,1.3
Series on Biomechanics,journal,MEDI;ENGI;BIOC,Biotechnology;Biophysics;Orthopedics and Sports Medicine;Biomedical Engineering,0.534,0.206,50,37,34,2.0,44,45,38,0.0,14,52,13,0.0,Bulgarska Akademiya na Naukite,0.8,0.6
Shanghai Ligong Daxue Xuebao/Journal of University of Shanghai for Science and Technology,journal,ENGI,Engineering (all),0.177,0.120,77,209,50,0.0,75,187,66,2.67,51,173,50,1.96,University of Shanghai for Science and Technology,0.6,0.4
Shape Memory and Superelasticity,journal,ENGI;MATE,Materials Science (all);Mechanics of Materials,1.181,0.668,37,719,7,8.11,54,800,17,11.11,36,869,25,13.89,Springer US,4.2,4.2
Shengwu Yixue Gongchengxue Zazhi/Journal of Biomedical Engineering,journal,ENGI,Biomedical Engineering,0.081,0.149,144,523,62,7.64,158,531,106,13.92,106,450,102,16.98,"West China Hospital, Sichuan Institute of Biomedical Engineering",0.9,0.8
Shenyang Gongye Daxue Xuebao/Journal of Shenyang University of Technology,journal,ENGI,Industrial and Manufacturing Engineering;Control and Systems Engineering;Electrical and Electronic Engineering;Mechanical Engineering,0.451,0.199,118,304,78,0.0,115,305,81,0.0,93,220,90,0.0,Shenyang University of Technology,0.8,0.8
Shenzhen Daxue Xuebao (Ligong Ban)/Journal of Shenzhen University Science and Engineering,journal,ENGI;COMP,Engineering (miscellaneous);Computer Science (miscellaneous),0.256,0.168,91,268,44,1.1,85,296,66,1.18,70,250,61,0.0,Editorial Office of Journal of Shenzhen University,0.9,0.9
Ship Building of China,journal,ENGI,Mechanical Engineering,0.329,0.157,135,371,75,1.48,144,395,111,0.0,96,379,94,0.0,Editorial office of Ship Building of China,0.5,0.6
Ship Technology Research,journal,ENGI,Ocean Engineering,1.253,0.603,12,372,1,0.0,18,407,4,0.0,28,301,26,3.57,Taylor and Francis Ltd.,3.8,4.9
Ships and Offshore Structures,journal,ENGI,Ocean Engineering;Mechanical Engineering,0.979,0.567,210,2438,18,1.9,180,2567,51,1.67,305,2393,204,4.59,Taylor and Francis Ltd.,4.3,4.5
Shiyan Liuti Lixue/Journal of Experiments in Fluid Mechanics,journal,ENGI,Aerospace Engineering,0.55,0.192,76,548,37,0.0,73,606,51,1.37,38,543,36,2.63,Zhongguo Kongqi Dongli Yanjiu yu Fazhan Zhongxin,1.2,1.0
Shock Waves,journal,PHYS;ENGI,Mechanical Engineering;Physics and Astronomy (all),0.97,0.572,54,2714,9,0.0,42,2818,15,0.0,42,2466,32,2.38,Springer Science and Business Media Deutschland GmbH,3.7,4.1
Shock and Vibration,journal,PHYS;ENGI;EART,Civil and Structural Engineering;Mechanical Engineering;Condensed Matter Physics;Geotechnical Engineering and Engineering Geology;Mechanics of Materials,0.598,0.368,401,8341,81,0.5,141,8472,65,1.42,69,7901,57,1.45,Hindawi Limited,3.7,3.4
Shuidonglixue Yanjiu yu Jinzhan/Chinese Journal of Hydrodynamics Ser. A,journal,CENG;ENGI;MATH,Computational Mechanics;Applied Mathematics;Fluid Flow and Transfer Processes,0.237,0.138,68,440,38,0.0,109,405,88,0.0,36,350,35,0.0,Publishing House for Journal of Hydrodynamics,0.5,0.6
Shuili Fadian Xuebao/Journal of Hydroelectric Engineering,journal,ENGI;ENVI;ENER,Mechanical Engineering;Energy Engineering and Power Technology;Water Science and Technology,0.808,0.333,165,1276,61,0.0,152,1417,81,0.0,109,1108,102,0.92,Tsinghua University Press,3.2,2.9
Shuili Xuebao/Journal of Hydraulic Engineering,journal,ENGI;ENVI;ENER,Mechanical Engineering;Energy Engineering and Power Technology;Water Science and Technology,0.806,0.321,133,3449,26,2.26,129,3417,58,0.78,80,2792,70,0.0,China Water Power Press,2.9,2.8
Sigma Journal of Engineering and Natural Sciences,journal,ENGI;ENER,Computational Mechanics;Engineering (miscellaneous);Energy (miscellaneous);Mechanics of Materials,0.268,0.178,75,208,40,0.0,119,316,78,4.2,132,318,128,6.06,Yildiz Technical University,0.7,1.1
Signal Processing,journal,ENGI;COMP,Signal Processing;Software;Computer Vision and Pattern Recognition;Electrical and Electronic Engineering;Control and Systems Engineering,1.614,1.065,322,20116,19,2.17,393,20020,56,1.53,325,17452,178,1.85,Elsevier B.V.,7.9,9.2
Signal Processing: Image Communication,journal,ENGI;COMP,Software;Signal Processing;Electrical and Electronic Engineering;Computer Vision and Pattern Recognition,1.251,0.852,147,5593,5,0.0,110,5887,20,0.0,67,5015,52,0.0,Elsevier B.V.,8.4,8.4
"Signal, Image and Video Processing",journal,ENGI;COMP,Signal Processing;Electrical and Electronic Engineering,0.897,0.558,257,3748,37,0.0,491,4382,120,0.0,857,4748,605,0.0,Springer London,3.5,3.8
Signals and Communication Technology,bookseries,ENGI;COMP,Computer Networks and Communications;Signal Processing;Control and Systems Engineering;Electrical and Electronic Engineering,0,0.131,68,300,53,0.0,135,345,92,0.0,402,436,333,0.0,Springer International Publishing AG,0.8,1.0
Silicon Semiconductor,journal,ENGI,Electrical and Electronic Engineering,0,0.100,29,1,29,0.0,53,1,53,0.0,48,1,48,0.0,Angel Business Communications Ltd.,0.0,0.0
Smart Agriculture,journal,ENGI;AGRI,Agricultural and Biological Sciences (miscellaneous);Agronomy and Crop Science;Engineering (miscellaneous),0.574,0.329,52,151,11,1.92,51,262,22,3.92,53,277,42,1.89,Chinese Academy of Agricultural Sciences,2.3,2.8
Smart Cities,journal,ENGI;SOCI;COMP,Electrical and Electronic Engineering;Artificial Intelligence;Urban Studies,2.24,1.326,89,1601,6,7.87,152,2690,14,13.16,117,3307,70,14.53,Multidisciplinary Digital Publishing Institute (MDPI),13.5,11.2
Smart Energy,journal,ENGI;ENVI;ENER,"Energy Engineering and Power Technology;Renewable Energy, Sustainability and the Environment;Mechanical Engineering;Energy (miscellaneous);Management, Monitoring, Policy and Law",1.745,1.555,30,332,0,0.0,33,459,2,3.03,35,567,23,0.0,Elsevier Ltd,11.1,9.2
Smart Grids and Sustainable Energy,journal,ECON;ENGI;ENER,"Renewable Energy, Sustainability and the Environment;Economics and Econometrics;Electrical and Electronic Engineering;Energy (miscellaneous)",0.848,0.545,33,411,5,0.0,22,473,9,4.55,38,412,21,10.53,Springer,4.6,5.6
Smart Materials and Structures,journal,PHYS;ENGI;MATE;COMP,"Signal Processing;Civil and Structural Engineering;Atomic and Molecular Physics, and Optics;Condensed Matter Physics;Materials Science (all);Electrical and Electronic Engineering;Mechanics of Materials",1.14,0.872,392,27170,13,2.81,392,26026,61,1.28,516,23953,324,3.88,IOP Publishing Ltd.,5.8,7.5
Smart Materials in Medicine,journal,CENG;ENGI;MATE,Bioengineering;Biomedical Engineering;Biomaterials,1.482,1.670,38,593,0,21.05,51,1000,2,47.06,39,1213,20,33.33,KeAi Communications Co.,14.0,14.0
Smart Science,journal,CENG;MATH;CHEM;ENER;ENGI;COMP,Modeling and Simulation;Engineering (all);Chemistry (miscellaneous);Energy (miscellaneous);Computer Networks and Communications;Computational Mathematics;Fluid Flow and Transfer Processes,0.925,0.569,17,364,0,23.53,49,546,15,10.2,55,481,44,9.09,Taylor and Francis Ltd.,4.5,4.7
"Smart Sensors, Measurement and Instrumentation",bookseries,PHYS;ENGI;COMP,Instrumentation;Mechanical Engineering;Computer Science (miscellaneous);Electrical and Electronic Engineering,0.636,0.104,33,280,18,0.0,8,262,5,0.0,7,248,5,0.0,Springer International Publishing AG,1.5,1.0
Smart Structures and Systems,journal,ENGI;COMP,Control and Systems Engineering;Computer Science Applications;Electrical and Electronic Engineering,0.729,0.569,119,3427,28,0.0,74,3253,40,0.0,37,2840,29,2.7,Techno-Press,4.8,6.5
Smart and Sustainable Built Environment,journal,ENGI;SOCI;ENER,"Architecture;Civil and Structural Engineering;Renewable Energy, Sustainability and the Environment;Cultural Studies;Urban Studies;Building and Construction",1.336,0.782,68,907,5,8.82,90,1387,13,12.22,146,1767,65,20.55,Emerald Group Publishing Ltd.,11.6,9.2
Smart and Sustainable Manufacturing Systems,journal,ENGI;COMP,Control and Systems Engineering;Computer Science Applications;Industrial and Manufacturing Engineering,0.331,0.380,18,195,3,0.0,7,229,1,14.29,3,222,3,33.33,ASTM International,2.1,2.5
SmartMat,journal,ENGI;MATE;CHEM,Materials Science (all);Chemistry (miscellaneous);Mechanics of Materials,2.046,4.332,44,1168,0,34.09,59,1801,2,33.9,82,2193,24,17.07,John Wiley and Sons Inc,24.5,21.9
Social Network Analysis and Mining,journal,ENGI;SOCI;COMP,Media Technology;Human-Computer Interaction;Communication;Computer Science Applications;Information Systems,0.999,0.667,176,2328,23,7.39,155,3044,36,4.52,210,3029,165,7.14,Springer-Verlag Wien,5.7,5.7
Soft Robotics,journal,ENGI;BIOC;COMP,Control and Systems Engineering;Biophysics;Artificial Intelligence,2.555,2.430,99,4969,2,1.01,99,5859,6,0.0,104,5799,51,1.92,Mary Ann Liebert Inc.,13.5,15.5
Software Quality Journal,journal,ENGI;COMP,"Software;Safety, Risk, Reliability and Quality",1.178,0.632,39,1297,6,0.0,46,1215,14,0.0,56,1071,41,0.0,Springer New York,3.9,4.9
Software Testing Verification and Reliability,journal,ENGI;COMP,"Software;Safety, Risk, Reliability and Quality",0.837,0.431,31,957,11,0.0,25,968,16,0.0,29,607,24,0.0,John Wiley and Sons Ltd,4.1,3.7
Soil Dynamics and Earthquake Engineering,journal,ENGI;EART;AGRI,Geotechnical Engineering and Engineering Geology;Soil Science;Civil and Structural Engineering,1.919,1.244,441,19618,12,1.59,602,21511,68,1.0,644,22735,379,0.31,Elsevier B.V.,7.3,7.5
Soil Mechanics and Foundation Engineering,journal,ENVI;AGRI;ENER;ENGI;EART,Soil Science;Energy (all);Ocean Engineering;Water Science and Technology;Geotechnical Engineering and Engineering Geology,0.807,0.358,79,702,35,0.0,78,833,58,1.28,68,716,61,0.0,Springer,1.3,1.5
Soils and Foundations,journal,ENGI;EART,Geotechnical Engineering and Engineering Geology;Civil and Structural Engineering,1.784,1.189,102,10528,3,0.0,102,10948,22,0.0,71,11212,44,0.0,Elsevier B.V.,6.3,6.4
Solar RRL,journal,PHYS;ENGI;MATE;ENER,"Electronic, Optical and Magnetic Materials;Atomic and Molecular Physics, and Optics;Electrical and Electronic Engineering;Energy Engineering and Power Technology",0.901,1.783,498,10766,13,9.84,493,11672,43,11.76,431,11411,231,9.74,Wiley-VCH Verlag,10.5,12.1
Soldagem e Inspecao,journal,ENGI;MATE,Mechanical Engineering;Metals and Alloys;Mechanics of Materials,0.262,0.141,24,207,11,0.0,9,198,3,0.0,11,222,11,0.0,Universidade Federal de Uberlandia,1.0,1.0
