Title,cover_date,authkey_word,Year
Future runoff analysis in the mekong river basin under a climate change scenario using deep learning,2020-06-01,Climate change scenario | Deep learning | LSTM | Mekong river | SWAT,2020
Impacts of climate change on agro-climatic suitability of major food crops in Ghana,2020-06-01,,2020
Applying machine learning to investigate long-term insect–plant interactions preserved on digitized herbarium specimens,2020-06-01,Anthropocene | climate change | herbarium | insects | machine learning | species interactions,2020
High-Resolution Gridded Population Projections for China Under the Shared Socioeconomic Pathways,2020-06-01,extreme heat exposure | gridded population projections | shared socioeconomic pathways,2020
"Temporal hydrological drought index forecasting for New South Wales, Australia using machine learning approaches",2020-06-01,Drought forecasting | Machine learning | New South Wales | Standard precipitation evaporation index,2020
Estimation of hourly near surface air temperature across Israel using an ensemble model,2020-06-01,Extreme gradient boosting | Generalized additive model | Health exposure | Machine learning | Near-surface air temperature | Random forest | SEVIRI,2020
A comprehensive comparative analysis of machine learning models for predicting heating and cooling loads,2020-06-01,Energy consumption | Heating and cooling | Machine learning | Radial basis neural network | Two-tailed student’s t-test,2020
Estimation of potato yield using satellite data at a municipal level: A machine learning approach,2020-06-01,Machine learning | Meteorological data | Municipal level | Potato yield | Satellite imagery,2020
"A review of the estimation of downward surface shortwave radiation based on satellite data: Methods, progress and problems",2020-06-01,Cloud optical property | Downward surface shortwave radiation | Satellite remote sensing | Terrain correction,2020
Finding the de-carbonization potentials in the transport sector: application of scenario analysis with a hybrid prediction model,2020-06-01,Emission prediction | Environment | PSO-SVM | Scenario analysis | Sustainability | Transport CO  emission 2,2020
Forecasting of water level in multiple temperate lakes using machine learning models,2020-06-01,Deep learning | Feed forward neural networks | Lake water level forecasting | Long short-term memory | Neural networks | Time series forecasting,2020
High-throughput drone-based remote sensing reliably tracks phenology in thousands of conifer seedlings,2020-06-01,Chl/carotenoid index (CCI) | drone | evergreens | functional traits | high-throughput phenotyping | phenology | pigments | unmanned aerial vehicle (UAV),2020
Object-based landfast sea ice detection over West Antarctica using time series ALOS PALSAR data,2020-06-01,ALOS PALSAR | L-band SAR | Landfast sea ice | Machine learning | Object correlation analysis,2020
A continental scale spatial investigation of lake sediment organic compositions using sedimentomics,2020-06-01,Organic carbon | Sediment | Sedimentomics | Spatial analysis | Untargeted,2020
101 Dothideomycetes genomes: A test case for predicting lifestyles and emergence of pathogens,2020-06-01,Fungal evolution | Genome-based prediction | Machine-learning | New taxa,2020
"Spatial predicting of flood potential areas using novel hybridizations of fuzzy decision-making, bivariate statistics, and machine learning",2020-06-01,Environmental modeling | Flood | Fuzzy analytical hierarchy process | Hybridization | Index of entropy | Support vector machine,2020
Uncertainty analysis of multiple global GPP datasets in characterizing the lagged effect of drought on photosynthesis,2020-06-01,Global GPP datasets | Lagged effect of drought | LUE-based models | ML-based models | Photosynthesis | Process-based models,2020
Hydro-Morphological Characterization of Coral Reefs for Wave Runup Prediction,2020-05-25,cluster analysis | coral reefs | data mining | K-means | wave runup | XBeach,2020
Global threat of arsenic in groundwater,2020-05-22,,2020
Evolving Today to Best Serve Tomorrow,2020-05-19,,2020
Multi-source spatial data-based invasion risk modeling of Striga (Striga asiatica) in Zimbabwe,2020-05-18,Climate variability | food security | machine learning | niche modeling | remote sensing | Striga weeds | sub-Saharan Africa,2020
Assessing countrywide soil organic carbon stock using hybrid machine learning modelling and legacy soil data in Cameroon,2020-05-15,Generalized boosted regression | Hybridization | Legacy soil data | Random forest | Soil organic carbon stock,2020
Spatial and temporal variation in nest temperatures forecasts sex ratio skews in a crocodilian with environmental sex determination,2020-05-13,American alligator | Climate change | Crocodilian | Machine learning | Nesting ecology | Temperature-dependent sex determination,2020
Depth prediction of urban flood under different rainfall return periods based on deep learning and data warehouse,2020-05-10,Data warehouse | Deep learning | Depth prediction | Urban flood,2020
Artificial intelligence applied to a robotic dairy farm to model milk productivity and quality based on cow data and daily environmental parameters,2020-05-02,Animal welfare | Automation | Climate change | Heat stress | Machine learning,2020
Neural network reflectance prediction model for both open ocean and coastal waters,2020-05-01,Neural network | Ocean optics | Polarization | Radiative transfer | Reflectancemodel | Retrieval,2020
Modelling the vegetation response to climate changes in the yarlung zangbo river basin using random forest,2020-05-01,Machine learning model | NDVI | Random forest | Yarlung zangbo river,2020
Development of a decision support model based on machine learning for applying greenhouse gas reduction technology,2020-05-01,DNN | GBRT | GHG reduction technology | K-ETS | Machine learning | SVM,2020
Predicting near-future built-settlement expansion using relative changes in small area populations,2020-05-01,Built | Forecast | Growth model | Machine learning | Settlement | Time series | Urban,2020
Drought Stress Detection Using Low-Cost Computer Vision Systems and Machine Learning Techniques,2020-05-01,,2020
"Using GIS, remote sensing, and machine learning to highlight the correlation between the land-use/land-cover changes and flash-flood potential",2020-05-01,Flash-flood potential index | Geographically weighted regression | Landsat images | Multilayer perceptron | Total relative difference-synthetic dynamic land-use index | Zăbala,2020
Prediction of droughts over Pakistan using machine learning algorithms,2020-05-01,Artificial Neural Network | Drought prediction | k-Nearest Neighbour | Machine learning | Pakistan | Support Vector Machines,2020
Is real options analysis fit for purpose in supporting climate adaptation planning and decision-making?,2020-05-01,bioinformatics | docking | lead optimization | machine learning | virtual screening,2020
Near-daily discharge estimation in high latitudes from Sentinel-1 and 2: A case study for the Icelandic Þjórsá river,2020-05-01,Discharge estimation | High latitudes | Hydrology | Iceland | Machine learning | Near-daily | Sentinel-1 | Sentinel-2,2020
Development of pedotransfer functions by machine learning for prediction of soil electrical conductivity and organic carbon content,2020-05-01,Artificial intelligence | Big data | Biostatistics | Carbon farming | Climate change | Predictive analytics | Regional analysis | Simulation,2020
Machine learning to predict biomass sorghum yields under future climate scenarios,2020-05-01,bioenergy | biofuels | climate change | machine learning | sorghum | yield modeling,2020
"Early warning of Noctiluca scintillans blooms using in-situ plankton imaging system: An example from Dapeng Bay, P.R. China",2020-05-01,Early warning | Harmful algal blooms | Machine learning | Noctiluca scintillans | Plankton imaging | PlanktonScope,2020
